,pca_variable_name,pca_actual_variable,pca_value
0,product_type_name_Dress,product_type_name,0.10903567839885397
1,product_type_name_Sweater,product_type_name,0.08696064146205335
2,product_type_name_T-shirt,product_type_name,0.07366988551289509
3,product_type_name_Top,product_type_name,0.06685815128614518
4,product_type_name_Trousers,product_type_name,0.05555643651626921
5,product_type_name_other,product_type_name,0.04816127813684273
6,product_group_name_Accessories,product_group_name,0.04673536075305454
7,product_group_name_Garment Full body,product_group_name,0.04332358217193926
8,product_group_name_Garment Lower body,product_group_name,0.037999601392524826
9,product_group_name_Garment Upper body,product_group_name,0.037156698428186516
10,product_group_name_Underwear,product_group_name,0.03279953176258335
11,product_group_name_other,product_group_name,0.030781133527472335
12,graphical_appearance_name_All over pattern,graphical_appearance_name,0.026815907774236297
13,graphical_appearance_name_Denim,graphical_appearance_name,0.02522752700882361
14,graphical_appearance_name_Melange,graphical_appearance_name,0.02219270438118626
15,graphical_appearance_name_Solid,graphical_appearance_name,0.019953961429227313
16,graphical_appearance_name_Stripe,graphical_appearance_name,0.01925263854522181
17,graphical_appearance_name_other,graphical_appearance_name,0.018551370017877225
18,colour_group_name_Black,colour_group_name,0.016567590507101732
19,colour_group_name_Dark Blue,colour_group_name,0.014938718489015105
20,colour_group_name_Grey,colour_group_name,0.01417603252969378
21,colour_group_name_Light Pink,colour_group_name,0.012548426200101881
22,colour_group_name_White,colour_group_name,0.01219650698077093
23,colour_group_name_other,colour_group_name,0.010769187453495907
24,perceived_colour_value_name_Bright,perceived_colour_value_name,0.010225515297148317
25,perceived_colour_value_name_Dark,perceived_colour_value_name,0.009626578835067777
26,perceived_colour_value_name_Dusty Light,perceived_colour_value_name,0.00886868392131215
27,perceived_colour_value_name_Light,perceived_colour_value_name,0.00809989086385786
28,perceived_colour_value_name_Medium Dusty,perceived_colour_value_name,0.00770985701882384
29,perceived_colour_value_name_other,perceived_colour_value_name,0.007206866031308491
30,perceived_colour_master_name_Black,perceived_colour_master_name,0.006839759831200665
31,perceived_colour_master_name_Blue,perceived_colour_master_name,0.006499059185194388
32,perceived_colour_master_name_Grey,perceived_colour_master_name,0.00585821522699809
33,perceived_colour_master_name_Pink,perceived_colour_master_name,0.005549008360564766
34,perceived_colour_master_name_White,perceived_colour_master_name,0.00524395474210228
35,perceived_colour_master_name_other,perceived_colour_master_name,0.004692182429393866
36,department_name_Blouse,department_name,0.00453822559093731
37,department_name_Dress,department_name,0.003923302767001898
38,department_name_Jersey,department_name,0.0030137896473829092
39,department_name_Knitwear,department_name,0.0029633330768563696
40,department_name_Trouser,department_name,0.002615042701983157
41,department_name_other,department_name,0.0024430178920456266
42,index_group_name_Baby/Children,index_group_name,0.00239907610455137
43,index_group_name_Divided,index_group_name,0.002181669640272412
44,index_group_name_Ladieswear,index_group_name,0.002006789137771425
45,index_group_name_Menswear,index_group_name,0.00183291460018139
46,index_group_name_Sport,index_group_name,0.0017280314089913379
47,section_name_Baby Essentials & Complements,section_name,0.0012008542593677845
48,section_name_Divided Collection,section_name,0.0005058307641124145
49,section_name_Kids Girl,section_name,2.692958734740938e-31
50,section_name_Womens Everyday Collection,section_name,8.024835156438759e-32
51,section_name_Young Girl,section_name,6.787332124382009e-32
52,section_name_other,section_name,5.134175056512042e-32
53,garment_group_name_Accessories,garment_group_name,1.8948768643814226e-32
54,garment_group_name_Jersey Basic,garment_group_name,1.2960014193439986e-32
55,garment_group_name_Jersey Fancy,garment_group_name,1.151423162420323e-32
56,garment_group_name_Knitwear,garment_group_name,8.084470575735883e-33
57,"garment_group_name_Under-, Nightwear",garment_group_name,5.203624821034053e-33
58,garment_group_name_other,garment_group_name,2.9065633409121667e-33
